"Lon","Lat","bird"
-27.5930958557745,-57.5820943792083,196697
-27.9326658557745,-58.3506943792083,196697
-27.4387458557745,-57.4776943792083,196697
-25.3087158557745,-57.8844943792083,196697
-26.8487858557745,-58.4010943792083,196697
-25.7340358557745,-57.8286943792083,196697
-27.6479758557745,-58.1382943792083,196697
-25.9844258557745,-58.0248943792083,196697
-26.1902258557745,-57.7278943792083,196697
-25.7306058557745,-58.1580943792083,196697
-24.9211258557745,-57.4812943792083,196697
-27.3152658557745,-58.2912943792083,196697
-25.8678058557745,-58.0788943792083,196697
-27.0099958557745,-58.2372943792083,196697
-25.7820558557745,-57.8358943792083,196697
-27.0065658557745,-57.7332943792083,196697
-27.2775358557745,-57.5100943792083,196697
-24.8045058557745,-57.7188943792083,196697
-27.8846458557745,-58.0752943792083,196697
-25.5968358557745,-57.6774943792083,196697
-25.6688658557745,-57.4128943792083,196697
-25.0891958557745,-57.3516943792083,196697
-26.2931258557745,-57.9600943792083,196697
-27.2226558557745,-58.2426943792083,196697
-27.4593258557745,-57.3048943792083,196697
-26.2416758557745,-58.2066943792083,196697
-25.4802158557745,-57.8412943792083,196697
-27.5107758557745,-57.6342943792083,196697
-27.7097158557745,-58.3128943792083,196697
-26.6978658557745,-57.4758943792083,196697
-24.6398658557745,-58.3002943792083,196697
-27.5039158557745,-58.1724943792083,196697
-26.0290158557745,-58.3398943792083,196697
-26.9962758557745,-57.8250943792083,196697
-27.3118358557745,-58.2498943792083,196697
-26.4474758557745,-57.8304943792083,196697
-25.8026358557745,-57.3120943792083,196697
-27.6411158557745,-57.9222943792083,196697
-25.0926258557745,-58.0950943792083,196697
-26.1730758557745,-57.6918943792083,196697
-27.5142058557745,-58.4010943792083,196697
-26.2588258557745,-57.4164943792083,196697
-25.7477558557745,-58.3164943792083,196697
-27.0751658557745,-57.4326943792083,196697
-25.2984258557745,-57.9348943792083,196697
-27.9155158557745,-58.1814943792083,196697
-26.7081558557745,-57.7692943792083,196697
-26.0633158557745,-57.9312943792083,196697
-25.2058158557745,-57.7458943792083,196697
-27.6342558557745,-58.0140943792083,196697
-27.7440158557745,-58.1364943792083,196697
-26.4097458557745,-57.8952943792083,196697
-27.2466658557745,-57.9960943792083,196697
-25.7408958557745,-57.3804943792083,196697
-27.7405858557745,-57.6702943792083,196697
-24.7256158557745,-57.9204943792083,196697
-27.6685558557745,-57.9816943792083,196697
-26.5229358557745,-57.4200943792083,196697
-25.8712358557745,-57.9438943792083,196697
-24.7290458557745,-57.6594943792083,196697
-26.2039458557745,-57.5658943792083,196697
-26.6910058557745,-58.3110943792083,196697
-27.4181658557745,-58.2336943792083,196697
-25.6791558557745,-57.5586943792083,196697
-27.8160458557745,-57.6972943792083,196697
-26.3720158557745,-57.4416943792083,196697
-26.7664658557745,-58.2408943792083,196697
-27.5347858557745,-57.2940943792083,196697
-24.8559558557745,-58.0806943792083,196697
-25.6688658557745,-58.3722943792083,196697
-25.5659658557745,-57.4992943792083,196697
-25.1372158557745,-58.2336943792083,196697
-26.5881058557745,-58.2390943792083,196697
-26.1970858557745,-57.3102943792083,196697
-26.8762258557745,-57.9798943792083,196697
-27.5073458557745,-57.3894943792083,196697
-27.7302958557745,-58.1940943792083,196697
-26.8625058557745,-57.9402943792083,196697
-25.6002658557745,-58.2318943792083,196697
-26.6155458557745,-57.4632943792083,196697
-27.1403358557745,-57.9852943792083,196697
-24.9005458557745,-57.5298943792083,196697
-25.6757258557745,-58.2336943792083,196697
-26.2142358557745,-57.7548943792083,196697
-27.0648758557745,-58.3326943792083,196697
-26.8487858557745,-57.3102943792083,196697
-24.8902558557745,-57.7494943792083,196697
-26.7630358557745,-57.5046943792083,196697
-26.2108058557745,-58.0014943792083,196697
-24.8113658557745,-57.8844943792083,196697
-26.8933758557745,-57.7692943792083,196697
-26.3068458557745,-57.4038943792083,196697
-26.4131758557745,-58.2588943792083,196697
-25.3258658557745,-58.3596943792083,196697
-25.6928758557745,-58.3362943792083,196697
-25.8197858557745,-57.9528943792083,196697
-26.0495958557745,-58.2570943792083,196697
-25.2949958557745,-57.7476943792083,196697
-25.1852358557745,-58.0050943792083,196697
-24.7839258557745,-58.3938943792083,196697
-27.3804358557745,-57.6540943792083,196697
-27.0065658557745,-57.9978943792083,196697
-25.3807458557745,-57.8214943792083,196697
-25.8712358557745,-57.6234943792083,196697
-26.5778158557745,-58.1310943792083,196697
-27.3667158557745,-58.3902943792083,196697
-26.0873258557745,-58.4010943792083,196697
-27.4318858557745,-57.3894943792083,196697
-26.9928458557745,-58.2750943792083,196697
-24.9725758557745,-58.4010943792083,196697
-24.9485658557745,-57.5820943792083,196697
-25.7134558557745,-57.5802943792083,196697
-25.9981458557745,-58.0194943792083,196697
-25.6002658557745,-57.9492943792083,196697
-25.0240258557745,-57.6432943792083,196697
-26.8556458557745,-58.3938943792083,196697
-25.8026358557745,-57.7008943792083,196697
-27.8331958557745,-58.2984943792083,196697
-27.7851758557745,-57.7026943792083,196697
-27.0305758557745,-57.6000943792083,196697
-26.9448258557745,-57.9852943792083,196697
-27.4181658557745,-57.3822943792083,196697
-24.7976458557745,-58.0464943792083,196697
-24.8388058557745,-57.4632943792083,196697
-25.5213758557745,-57.9510943792083,196697
-26.4680558557745,-57.4524943792083,196697
-27.4833358557745,-57.7188943792083,196697
-27.1574858557745,-57.4380943792083,196697
-26.7561758557745,-57.6072943792083,196697
-27.8023258557745,-57.5766943792083,196697
-24.6330058557745,-57.7242943792083,196697
-24.8731058557745,-57.3750943792083,196697
-26.0393058557745,-58.2966943792083,196697
-26.8453558557745,-58.2408943792083,196697
-26.4028858557745,-58.1364943792083,196697
-27.0374358557745,-58.2426943792083,196697
-25.7340358557745,-57.4326943792083,196697
-25.1475058557745,-57.7602943792083,196697
-27.0820258557745,-58.2966943792083,196697
-25.9775658557745,-57.7026943792083,196697
-26.1696458557745,-57.9618943792083,196697
-26.9756958557745,-58.1490943792083,196697
-25.7614758557745,-57.5550943792083,196697
-27.1883558557745,-57.3642943792083,196697
-26.0530258557745,-57.5280943792083,196697
-25.0480358557745,-57.7260943792083,196697
-27.8709258557745,-58.1166943792083,196697
-26.7630358557745,-58.3164943792083,196697
-26.3720158557745,-58.1922943792083,196697
-27.7783158557745,-57.5676943792083,196697
-25.5693958557745,-57.7746943792083,196697
-24.8593858557745,-58.1760943792083,196697
-25.1955258557745,-57.4740943792083,196697
-27.3667158557745,-57.3426943792083,196697
-24.9691458557745,-57.4776943792083,196697
-26.6978658557745,-57.3138943792083,196697
-26.6086858557745,-57.5442943792083,196697
-25.5934058557745,-57.6594943792083,196697
-26.7012958557745,-58.1310943792083,196697
-24.6707358557745,-57.9960943792083,196697
-25.4664958557745,-57.9888943792083,196697
-27.6171058557745,-57.3984943792083,196697
-24.7084658557745,-57.4974943792083,196697
-27.2157958557745,-57.5496943792083,196697
-27.5930958557745,-57.5226943792083,196697
-26.4268958557745,-57.6360943792083,196697
-24.9108358557745,-57.8664943792083,196697
-25.6139858557745,-58.2912943792083,196697
-27.8777858557745,-58.2228943792083,196697
-25.4493458557745,-57.7404943792083,196697
-27.6616958557745,-58.1580943792083,196697
-25.8094958557745,-57.7476943792083,196697
-25.0514658557745,-57.3696943792083,196697
-26.8144858557745,-58.3362943792083,196697
-26.8522158557745,-57.3786943792083,196697
-27.8709258557745,-58.0914943792083,196697
-27.8983658557745,-58.1796943792083,196697
-24.7839258557745,-57.9744943792083,196697
-25.3395858557745,-57.6198943792083,196697
-24.6810258557745,-58.3182943792083,196697
-27.1060358557745,-58.0896943792083,196697
-26.1422058557745,-57.9690943792083,196697
-26.1559258557745,-57.8070943792083,196697
-27.2775358557745,-57.6432943792083,196697
-27.3632858557745,-57.3372943792083,196697
-26.6910058557745,-57.3228943792083,196697
-27.2123658557745,-57.7242943792083,196697
-27.2295158557745,-57.2940943792083,196697
-27.6068158557745,-58.2282943792083,196697
-27.1300458557745,-58.2894943792083,196697
-27.0168558557745,-57.3372943792083,196697
-27.0134258557745,-57.5370943792083,196697
-27.3186958557745,-58.3452943792083,196697
-25.9535558557745,-58.2642943792083,196697
-26.2862658557745,-57.5838943792083,196697
-26.9105258557745,-58.3974943792083,196697
-26.3925958557745,-58.3920943792083,196697
-25.2949958557745,-58.2876943792083,196697
-25.7992058557745,-57.8484943792083,196697
-25.0926258557745,-58.1940943792083,196697
-26.9173858557745,-57.8304943792083,196697
-27.7508758557745,-57.5316943792083,196697
-24.8113658557745,-57.8682943792083,196697
-27.3427058557745,-57.8682943792083,196697
-24.6638758557745,-57.7026943792083,196697
-27.1917858557745,-57.9150943792083,196697
-25.3910358557745,-57.9708943792083,196697
-27.8400558557745,-58.1598943792083,196697
-25.1852358557745,-58.2138943792083,196697
-25.2984258557745,-57.6792943792083,196697
-25.8506558557745,-57.3660943792083,196697
-25.3430158557745,-57.5118943792083,196697
-24.7016058557745,-57.5532943792083,196697
-25.4150458557745,-57.3354943792083,196697
-26.0804658557745,-57.5172943792083,196697
-25.6379958557745,-57.9078943792083,196697
-27.2020758557745,-57.3282943792083,196697
-24.9965858557745,-57.5406943792083,196697
-27.6719858557745,-58.0374943792083,196697
-27.0888858557745,-57.8664943792083,196697
-25.4013258557745,-57.6936943792083,196697
-27.3838658557745,-57.9834943792083,196697
-25.5899758557745,-58.3470943792083,196697
-27.7200058557745,-57.9006943792083,196697
-27.6411158557745,-57.5928943792083,196697
-26.2519658557745,-57.6486943792083,196697
-25.6174158557745,-58.2732943792083,196697
-25.5110858557745,-58.0212943792083,196697
-24.7839258557745,-57.8124943792083,196697
-25.4047558557745,-57.6288943792083,196697
-25.6414258557745,-58.1742943792083,196697
-27.7748858557745,-57.5856943792083,196697
-25.6277058557745,-58.3362943792083,196697
-25.7923458557745,-58.0608943792083,196697
-27.5107758557745,-57.8178943792083,196697
-25.0583258557745,-57.3912943792083,196697
-27.3084058557745,-58.1814943792083,196697
-25.4562058557745,-57.4794943792083,196697
-24.6981758557745,-58.1166943792083,196697
-27.4627558557745,-57.5316943792083,196697
-24.9657158557745,-57.3786943792083,196697
-26.9997058557745,-58.2480943792083,196697
-26.1010458557745,-57.9276943792083,196697
-25.4047558557745,-57.6342943792083,196697
-24.8319458557745,-57.4110943792083,196697
-26.1319158557745,-57.9906943792083,196697
-26.5297958557745,-58.2192943792083,196697
-27.9532458557745,-57.9186943792083,196697
-24.8250858557745,-58.2138943792083,196697
-26.9036658557745,-58.0392943792083,196697
-25.0857658557745,-58.2174943792083,196697
-26.2245258557745,-58.0734943792083,196697
-27.4696158557745,-57.8862943792083,196697
-26.7527458557745,-57.3660943792083,196697
-26.0598858557745,-58.1778943792083,196697
-24.6330058557745,-57.6684943792083,196697
-27.8812158557745,-58.2948943792083,196697
-25.7374658557745,-58.2012943792083,196697
-25.2023858557745,-58.3506943792083,196697
-24.6810258557745,-57.9834943792083,196697
-26.2416758557745,-58.3416943792083,196697
-25.1440758557745,-57.7062943792083,196697
-27.7577358557745,-58.1562943792083,196697
-26.3617258557745,-57.8808943792083,196697
-24.7907858557745,-58.1562943792083,196697
-26.4337558557745,-57.5496943792083,196697
-25.5865458557745,-58.2750943792083,196697
-25.8300758557745,-57.8718943792083,196697
-26.4303258557745,-57.4974943792083,196697
-25.6482858557745,-58.3956943792083,196697
-25.6688658557745,-57.6504943792083,196697
-25.1440758557745,-58.3614943792083,196697
-25.0240258557745,-58.3794943792083,196697
-25.5899758557745,-57.6612943792083,196697
-25.1097758557745,-57.7854943792083,196697
-25.7751958557745,-57.9942943792083,196697
-27.9120858557745,-57.4524943792083,196697
-26.8282058557745,-58.3416943792083,196697
-26.8316358557745,-58.0266943792083,196697
-27.2706758557745,-58.2372943792083,196697
-24.8422358557745,-57.4416943792083,196697
-27.7097158557745,-57.5712943792083,196697
-27.6925658557745,-58.3452943792083,196697
-25.6551458557745,-57.6036943792083,196697
-26.5229358557745,-58.1328943792083,196697
-25.0308858557745,-58.3794943792083,196697
-27.4970558557745,-57.8412943792083,196697
-24.9451358557745,-57.8934943792083,196697
-24.8216558557745,-57.9006943792083,196697
-25.0377458557745,-58.0716943792083,196697
-24.7702058557745,-58.2966943792083,196697
-26.7115858557745,-57.4128943792083,196697
-24.6913158557745,-57.7746943792083,196697
-27.6959958557745,-58.3002943792083,196697
-24.6638758557745,-57.7710943792083,196697
-24.9348458557745,-57.7530943792083,196697
-26.0976158557745,-57.9780943792083,196697
-24.6810258557745,-58.2804943792083,196697
-27.0031358557745,-57.4326943792083,196697
-26.6018258557745,-58.1796943792083,196697
-26.0427358557745,-57.4020943792083,196697
-27.3255558557745,-57.4938943792083,196697
-25.9569858557745,-57.4362943792083,196697
-27.3084058557745,-57.5298943792083,196697
-27.6479758557745,-57.4632943792083,196697
-25.3430158557745,-57.7566943792083,196697
-26.6429858557745,-57.7764943792083,196697
-25.7546158557745,-57.9438943792083,196697
-25.7340358557745,-57.9438943792083,196697
-25.3361558557745,-57.9438943792083,196697
-27.8434858557745,-57.5460943792083,196697
-25.3464458557745,-57.7404943792083,196697
-25.3430158557745,-57.4758943792083,196697
-27.6308258557745,-57.9600943792083,196697
-26.2210958557745,-58.1796943792083,196697
-24.8250858557745,-58.1976943792083,196697
-26.4886358557745,-57.3318943792083,196697
-27.1026058557745,-58.1256943792083,196697
-26.4852058557745,-57.5928943792083,196697
-27.2706758557745,-57.9294943792083,196697
-25.7511858557745,-58.4064943792083,196697
-27.4181658557745,-58.3128943792083,196697
-26.2691158557745,-57.8394943792083,196697
-26.3788758557745,-58.2300943792083,196697
-26.1490658557745,-57.5100943792083,196697
-27.5039158557745,-58.3488943792083,196697
-25.4664958557745,-58.2138943792083,196697
-26.8625058557745,-57.8106943792083,196697
-24.7942158557745,-58.2768943792083,196697
-27.0031358557745,-57.3894943792083,196697
-25.5145158557745,-58.2498943792083,196697
-25.1303558557745,-58.3704943792083,196697
-25.6654358557745,-57.4020943792083,196697
-26.4577658557745,-58.1760943792083,196697
-25.1852358557745,-58.2912943792083,196697
-26.9242458557745,-57.7278943792083,196697
-25.6997358557745,-57.8718943792083,196697
-25.0583258557745,-58.0248943792083,196697
-24.9451358557745,-58.0194943792083,196697
-25.0651858557745,-57.4614943792083,196697
-26.1936558557745,-58.3830943792083,196697
-26.5057858557745,-57.9438943792083,196697
-25.0446058557745,-57.3732943792083,196697
-27.7371558557745,-57.3606943792083,196697
-26.0736058557745,-57.7512943792083,196697
-25.9398358557745,-57.9438943792083,196697
-26.8522158557745,-57.8196943792083,196697
-26.6464158557745,-57.5928943792083,196697
-26.5332258557745,-57.3624943792083,196697
-27.8812158557745,-57.5874943792083,196697
-25.6036958557745,-58.1832943792083,196697
-27.0031358557745,-57.6144943792083,196697
-25.6277058557745,-57.5478943792083,196697
-26.0770358557745,-58.2858943792083,196697
-25.9878558557745,-58.2498943792083,196697
-27.4833358557745,-57.4092943792083,196697
-26.8762258557745,-58.1292943792083,196697
-27.2843958557745,-57.8448943792083,196697
-24.7427658557745,-58.3200943792083,196697
-27.2363758557745,-58.1238943792083,196697
-27.6754158557745,-57.7152943792083,196697
-26.1627858557745,-57.4920943792083,196697
-24.6501558557745,-57.3192943792083,196697
-24.6261458557745,-57.9834943792083,196697
-24.6878858557745,-57.3876943792083,196697
-27.9189458557745,-58.1166943792083,196697
-27.8777858557745,-57.9528943792083,196697
-25.4562058557745,-57.6846943792083,196697
-24.6501558557745,-57.6594943792083,196697
-25.3292958557745,-58.3452943792083,196697
-26.7664658557745,-57.3750943792083,196697
-25.2469758557745,-57.6144943792083,196697
-27.1849258557745,-58.4082943792083,196697
-25.2709858557745,-57.9798943792083,196697
-26.9654058557745,-57.3534943792083,196697
-26.4474758557745,-58.0176943792083,196697
-26.8659358557745,-58.0968943792083,196697
-25.1818058557745,-57.3246943792083,196697
-25.6071258557745,-58.3002943792083,196697
-27.3564258557745,-57.8376943792083,196697
-25.3052858557745,-57.9330943792083,196697
-26.5126458557745,-57.3624943792083,196697
-24.8731058557745,-57.9096943792083,196697
-25.3498758557745,-57.5982943792083,196697
-26.3445758557745,-58.1616943792083,196697
-26.3308558557745,-57.5082943792083,196697
-27.2569558557745,-58.1058943792083,196697
-27.7851758557745,-57.5676943792083,196697
-25.5934058557745,-58.2462943792083,196697
-26.3480058557745,-57.7422943792083,196697
-26.2416758557745,-58.2678943792083,196697
-25.4424858557745,-57.7098943792083,196697
-26.4371858557745,-57.3534943792083,196697
-25.8712358557745,-57.7962943792083,196697
-25.7168858557745,-58.1310943792083,196697
-27.5073458557745,-57.5154943792083,196697
-26.3480058557745,-58.1724943792083,196697
-26.6841458557745,-57.4056943792083,196697
-25.1234958557745,-57.9708943792083,196697
-25.8232158557745,-58.1130943792083,196697
-26.0495958557745,-57.7422943792083,196697
-26.2896958557745,-58.3110943792083,196697
-24.6638758557745,-58.3452943792083,196697
-26.4303258557745,-57.7476943792083,196697
-25.6482858557745,-57.8466943792083,196697
-26.9516858557745,-57.5874943792083,196697
-26.9379658557745,-57.3372943792083,196697
-25.1577958557745,-58.0644943792083,196697
-27.5965258557745,-57.9402943792083,196697
-27.3015458557745,-57.9960943792083,196697
-26.4954958557745,-57.6504943792083,196697
-26.0324458557745,-57.4434943792083,196697
-25.1749458557745,-57.3462943792083,196697
-24.7393358557745,-57.2994943792083,196697
-27.7714558557745,-57.4614943792083,196697
-25.3155758557745,-57.9816943792083,196697
-25.7408958557745,-57.7800943792083,196697
-27.0408658557745,-58.3344943792083,196697
-25.8746658557745,-58.0914943792083,196697
-27.5793758557745,-57.8394943792083,196697
-27.0374358557745,-58.3470943792083,196697
-24.8559558557745,-58.0302943792083,196697
-26.8453558557745,-57.6594943792083,196697
-25.3018558557745,-57.5820943792083,196697
-27.3529958557745,-57.3930943792083,196697
-25.7580458557745,-58.1958943792083,196697
-26.4097458557745,-57.8484943792083,196697
-25.4870758557745,-57.4686943792083,196697
-25.6860158557745,-58.3668943792083,196697
-27.8126158557745,-57.6936943792083,196697
-24.7496258557745,-58.0860943792083,196697
-25.3018558557745,-57.9618943792083,196697
-25.1029158557745,-57.3246943792083,196697
-25.9432658557745,-57.7548943792083,196697
-26.4783458557745,-58.3362943792083,196697
-26.7973358557745,-57.4146943792083,196697
-27.6136758557745,-57.6864943792083,196697
-27.2157958557745,-58.2678943792083,196697
-26.3960258557745,-57.4812943792083,196697
-25.3430158557745,-57.4938943792083,196697
-26.3891658557745,-57.6054943792083,196697
-25.6963058557745,-58.0410943792083,196697
-26.0084358557745,-57.7710943792083,196697
-25.1818058557745,-58.0662943792083,196697
-25.3670258557745,-57.4200943792083,196697
-25.0068758557745,-58.1634943792083,196697
-25.7134558557745,-57.3264943792083,196697
-24.9897258557745,-58.0158943792083,196697
-25.2332558557745,-58.0320943792083,196697
-27.1026058557745,-57.4650943792083,196697
-27.8812158557745,-57.4866943792083,196697
-25.2606958557745,-57.6504943792083,196697
-27.8640658557745,-57.7350943792083,196697
-27.1643458557745,-58.0554943792083,196697
-24.9657158557745,-57.7980943792083,196697
-27.8915058557745,-57.7188943792083,196697
-26.2245258557745,-57.7008943792083,196697
-25.9707058557745,-58.1508943792083,196697
-26.5503758557745,-57.7782943792083,196697
-26.4268958557745,-58.2156943792083,196697
-27.0305758557745,-57.7188943792083,196697
-25.9192558557745,-58.1058943792083,196697
-25.5522458557745,-58.3488943792083,196697
-25.8163558557745,-57.9132943792083,196697
-26.9036658557745,-57.7494943792083,196697
-24.8559558557745,-57.3210943792083,196697
-25.1406458557745,-57.9942943792083,196697
-26.7870458557745,-57.9240943792083,196697
-26.2519658557745,-57.7206943792083,196697
-24.7187558557745,-58.1670943792083,196697
-27.0305758557745,-58.2660943792083,196697
-26.0084358557745,-57.7476943792083,196697
-27.1849258557745,-57.9654943792083,196697
-27.3289858557745,-57.4848943792083,196697
-26.2519658557745,-57.9708943792083,196697
-27.4113058557745,-58.0338943792083,196697
-25.1097758557745,-58.0842943792083,196697
-26.0530258557745,-58.0626943792083,196697
-25.2641258557745,-57.3120943792083,196697
-24.8250858557745,-57.7692943792083,196697
-24.9519958557745,-57.8934943792083,196697
-25.2195358557745,-57.8286943792083,196697
-27.0134258557745,-58.0284943792083,196697
-24.9108358557745,-57.7908943792083,196697
-26.3171358557745,-57.3228943792083,196697
-25.9707058557745,-57.3372943792083,196697
-25.2263958557745,-57.3192943792083,196697
-26.8865158557745,-57.7332943792083,196697
-25.9844258557745,-57.6972943792083,196697
-25.9878558557745,-58.2822943792083,196697
-26.5743858557745,-57.8286943792083,196697
-27.1128958557745,-58.3326943792083,196697
-24.8045058557745,-57.7908943792083,196697
-27.2946858557745,-58.3272943792083,196697
-26.8487858557745,-58.1202943792083,196697
-25.0617558557745,-58.1544943792083,196697
-25.9741358557745,-57.3480943792083,196697
-24.8319458557745,-58.1616943792083,196697
-25.1886658557745,-58.1994943792083,196697
-26.4406158557745,-57.3858943792083,196697
-26.6807158557745,-58.2696943792083,196697
-26.8350658557745,-58.0572943792083,196697
-25.4116158557745,-58.3416943792083,196697
-27.6068158557745,-57.2904943792083,196697
-27.2398058557745,-57.2958943792083,196697
-25.1955258557745,-58.3200943792083,196697
-27.0785958557745,-57.6828943792083,196697
-25.1303558557745,-58.2174943792083,196697
-25.1577958557745,-58.1238943792083,196697
-25.6242758557745,-57.9600943792083,196697
-25.5522458557745,-58.3146943792083,196697
-24.7976458557745,-57.5424943792083,196697
-26.9722658557745,-57.8106943792083,196697
-24.7221858557745,-57.7422943792083,196697
-27.4799058557745,-57.7404943792083,196697
-25.6722958557745,-57.3912943792083,196697
-27.6445458557745,-57.3624943792083,196697
-26.0187258557745,-57.6216943792083,196697
-25.6002658557745,-57.9150943792083,196697
-27.0854558557745,-58.1526943792083,196697
-27.4318858557745,-58.1940943792083,196697
-26.6121158557745,-57.6684943792083,196697
-26.1970858557745,-57.7368943792083,196697
-27.7268658557745,-57.3318943792083,196697
-25.6105558557745,-57.4776943792083,196697
-27.1643458557745,-57.5514943792083,196697
-27.0648758557745,-57.4056943792083,196697
-26.4646258557745,-57.9834943792083,196697
-25.6894458557745,-57.9672943792083,196697
-26.0530258557745,-58.2606943792083,196697
-27.4901958557745,-58.0734943792083,196697
-25.2229658557745,-57.8160943792083,196697
-25.5865458557745,-58.2102943792083,196697
-27.3770058557745,-57.6936943792083,196697
-25.3704558557745,-57.4938943792083,196697
-24.8765358557745,-58.2822943792083,196697
-25.7237458557745,-57.7764943792083,196697
-27.8160458557745,-57.9438943792083,196697
-26.1970858557745,-58.1580943792083,196697
-26.1422058557745,-57.9708943792083,196697
-26.4783458557745,-57.5208943792083,196697
-24.7839258557745,-57.4218943792083,196697
-26.3205658557745,-57.6054943792083,196697
-25.1818058557745,-57.6504943792083,196697
-25.3670258557745,-58.3758943792083,196697
-24.8936858557745,-57.8592943792083,196697
-24.6878858557745,-58.2336943792083,196697
-24.8250858557745,-58.3578943792083,196697
-25.8918158557745,-57.7188943792083,196697
-25.2812758557745,-57.5118943792083,196697
-25.8918158557745,-58.1796943792083,196697
-27.0134258557745,-58.2732943792083,196697
-27.9292358557745,-57.9186943792083,196697
-26.3274258557745,-57.7926943792083,196697
-27.5416458557745,-57.3606943792083,196697
-25.8026358557745,-58.0248943792083,196697
-25.7477558557745,-58.1292943792083,196697
